age,class_of_worker,education,marital_status,race,sex,industry,capital_zscaled,binned_income
43,Government,High school graduate,Other, Black, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
44,Government,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
39,Private,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
48,Self-employed,High school graduate,Married, Asian or Pacific Islander, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
72,Self-employed,Some college/Vocational,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
34,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
38,Private,Some college/Vocational,Other, Black, Female,Manufacturing,-0.15954615253005786, - 50000.
44,Government,Some college/Vocational,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
67,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
51,Private,Less than high school,Other, Black, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
35,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
23,Private,Less than high school,Other, Amer Indian Aleut or Eskimo, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Self-employed,Some college/Vocational,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
44,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
21,Private,Some college/Vocational,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
51,Private,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
24,Private,Bachelors degree(BA AB BS),Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
34,Self-employed,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
23,Private,Bachelors degree(BA AB BS),Never married, White, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
28,Government,Some college/Vocational,Never married, Black, Female,Utilities,-0.15954615253005786, - 50000.
66,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
57,Private,Some college/Vocational,Married, White, Female,Hospitals/Health care,-0.15954615253005786, 50000+.
19,Private,High school graduate,Never married, White, Female,"Computer, Information",-0.15954615253005786, - 50000.
47,Private,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
38,Government,Graduate,Married, Black, Male,Hospitals/Health care,-0.15954615253005786, 50000+.
27,Government,Bachelors degree(BA AB BS),Married, White, Male,Other,-0.15954615253005786, - 50000.
44,Government,High school graduate,Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, Other, Female,Trade,-0.15954615253005786, - 50000.
21,Private,High school graduate,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
45,Government,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
73,Government,Less than high school,Married, White, Male,Construction,-0.15954615253005786, - 50000.
28,Private,Bachelors degree(BA AB BS),Never married, Asian or Pacific Islander, Female,"Computer, Information",-0.8942958924643261, - 50000.
71,Private,Bachelors degree(BA AB BS),Other, White, Male,"Arts, Entertainment, and Recreation",0.9086387065878638, - 50000.
17,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
22,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
49,Private,Bachelors degree(BA AB BS),Married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
63,Private,Some college/Vocational,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
31,Private,Some college/Vocational,Other, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Government,Some college/Vocational,Other, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, 50000+.
29,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
37,Self-employed,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Private,High school graduate,Never married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
19,Private,High school graduate,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-1.0318894767216797, 50000+.
49,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Management,-0.15954615253005786, - 50000.
30,Private,Some college/Vocational,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
34,Self-employed,Some college/Vocational,Married, White, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
23,Private,High school graduate,Married, White, Male,Management,-0.15954615253005786, - 50000.
53,Private,Some college/Vocational,Other, White, Male,Utilities,-0.15954615253005786, - 50000.
56,Self-employed,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
21,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
60,Private,Some college/Vocational,Married, White, Female,Construction,-0.15954615253005786, - 50000.
28,Government,Bachelors degree(BA AB BS),Never married, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
45,Private,Some college/Vocational,Married, White, Male,Utilities,-0.15954615253005786, - 50000.
51,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
44,Government,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
74,Private,High school graduate,Other, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
43,Private,High school graduate,Married, White, Male,Utilities,-0.15954615253005786, 50000+.
45,Private,High school graduate,Other, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
40,Private,High school graduate,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
42,Private,High school graduate,Never married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
52,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
20,Self-employed,Some college/Vocational,Never married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
28,Private,High school graduate,Never married, Amer Indian Aleut or Eskimo, Female,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
36,Government,High school graduate,Married, White, Female,Utilities,-0.15954615253005786, - 50000.
43,Self-employed,Bachelors degree(BA AB BS),Other, White, Male,Services/Administration,-0.15954615253005786, - 50000.
29,Private,Some college/Vocational,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
39,Private,Bachelors degree(BA AB BS),Never married, White, Female,Services/Administration,-0.9250251262818018, - 50000.
38,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
52,Self-employed,Bachelors degree(BA AB BS),Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
35,Private,Bachelors degree(BA AB BS),Married, White, Male,Construction,-0.15954615253005786, - 50000.
71,Private,Less than high school,Married, White, Male,"Agriculture, Forestry, Fishing, Hunting, Mining",-0.15954615253005786, - 50000.
66,Government,Some college/Vocational,Other, White, Female,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
34,Private,Less than high school,Never married, Black, Male,Management,-1.0772953595266064, - 50000.
55,Government,Graduate,Married, White, Male,Services/Administration,6.73114054707821, 50000+.
29,Private,High school graduate,Other, White, Female,"Computer, Information",1.1737356789236986, - 50000.
52,Self-employed,Less than high school,Married, White, Male,Construction,-0.15954615253005786, - 50000.
27,Government,Some college/Vocational,Married, Black, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
42,Private,High school graduate,Never married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
61,Private,Less than high school,Married, Black, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
24,Private,Bachelors degree(BA AB BS),Never married, Black, Male,Public administration/Education/Social assistance,-0.15954615253005786, - 50000.
66,Private,Some college/Vocational,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
37,Private,High school graduate,Never married, Asian or Pacific Islander, Female,Finance/Insurance/Real Estate,-0.15954615253005786, 50000+.
36,Private,High school graduate,Never married, White, Female,Manufacturing,-0.15954615253005786, - 50000.
24,Private,Less than high school,Never married, White, Male,Construction,-0.15954615253005786, - 50000.
30,Private,High school graduate,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Government,Bachelors degree(BA AB BS),Married, Asian or Pacific Islander, Female,Hospitals/Health care,-0.15954615253005786, - 50000.
44,Private,High school graduate,Married, White, Male,"Arts, Entertainment, and Recreation",-0.15954615253005786, - 50000.
42,Self-employed,Graduate,Married, White, Male,Services/Administration,-0.15954615253005786, 50000+.
35,Private,High school graduate,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
32,Private,Bachelors degree(BA AB BS),Never married, Asian or Pacific Islander, Male,Management,-0.15954615253005786, - 50000.
56,Private,High school graduate,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
36,Private,Some college/Vocational,Married, White, Female,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Private,Some college/Vocational,Never married, White, Male,Management,-0.15954615253005786, 50000+.
29,Government,Some college/Vocational,Married, White, Female,Services/Administration,-0.15954615253005786, - 50000.
35,Private,High school graduate,Other, White, Female,Services/Administration,-0.15954615253005786, - 50000.
59,Government,High school graduate,Other, Black, Female,Public administration/Education/Social assistance,-1.2323174644565582, - 50000.
34,Private,Less than high school,Married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
34,Government,Some college/Vocational,Married, White, Male,"Computer, Information",-0.15954615253005786, - 50000.
41,Private,Less than high school,Married, White, Male,Manufacturing,-0.15954615253005786, - 50000.
33,Private,Bachelors degree(BA AB BS),Never married, White, Female,Utilities,-0.15954615253005786, - 50000.
33,Private,High school graduate,Other, White, Male,Utilities,-0.15954615253005786, - 50000.
17,Private,Less than high school,Never married, White, Male,Finance/Insurance/Real Estate,-0.15954615253005786, - 50000.
